"Site","Pollinator","filn","nPoll","nRais","nGarb","mH","P_ADOX.Viburnum","P_APIA.Apiaceae","P_ASTE.Arnica.montana","P_ASTE.Cirsium.group","P_ASTE.Crepis.group","P_ASTE.Matricaria.group","P_ASTE.Senecio.group","P_BORA.Echium.vulgare","P_BRAS.Brassicaceae","P_CAPR.Lonicera.periclymenum.group","P_CAPR.Succisa.pratensis","P_CARY.Caryophyllaceae","P_ERIC.Ericaceae","P_FABA.Astragalus.group","P_FABA.Lathyrus.group","P_FABA.Trifolium.pratense.group","P_FABA.Trifolium.repens.group","P_FABA.Vicia.group","P_GERA.Geranium.group","P_LAMI.Prunella.group","P_MALV.Tilia","P_ONAG.Epilobium.group","P_OROB.Rhinanthus","P_PLAN.Digitalis","P_PLAN.Veronica","P_POAC.Poaceae","P_POLY.Rumex","P_RANU.Ranunculus.group","P_ROSA.Filipendula","P_ROSA.Geum","P_ROSA.Potentilla.group","P_ROSA.Rosa","P_ROSA.Sorbus.group","P_ROSA.Spiraea","P_RUBI.Galium"
1,11,"S01_P11 1018618",299.9998848,2,1310.0001152,0.022682039,1.08999940166025e-10,0.00670548731911761,0.823360885027692,5.67999688204608e-08,0.110920212111919,0.00101831144101234,0.00858174928917015,5.07999721140741e-14,8.65999524621814e-11,8.92999509800554e-07,0.00315118627020088,2.38999868804404e-08,0.000180498900917682,1.33999926442636e-08,3.03999833123593e-08,0.000424195767143736,5.0099972498329e-09,3.04999832574657e-08,4.77999737608807e-08,1.01999944008574e-06,1.2799992973625e-06,0.000418817770095911,0.00523771212483204,6.31999653072733e-11,2.92999839161884e-07,0.0133059726958746,6.97999616842986e-06,0.00341558812506123,1.98999890761826e-09,9.97999452162322e-06,3.44999810617235e-08,7.369995954345e-06,0.0065918013815239,3.76999793051298e-10,0.0166595208549917
1,12,"S01_P12 1018615",3088.7510266,13,1033.2489734,0.007980116,1.83014715324535e-08,9.86079285846949e-10,0.000659262008056675,4.29034496580468e-08,0.987433017693953,0.000281866663529663,0.0016577782939024,2.19017610142477e-14,1.90015278205802e-07,1.1500924733509e-08,0.000182189648984957,2.92023480189969e-08,0.000765042513353433,4.50036185224267e-10,1.08008684453824e-11,1.90015278205802e-05,3.05024525540892e-08,3.70029752295508e-05,2.35018896728228e-07,2.53020344137199e-08,2.97023882248016e-08,1.60012865857517e-06,3.38027179124005e-07,4.6303723057519e-13,1.30010453509233e-07,0.00753395076839623,0.00044202254088604,3.42027500770443e-05,0.000323061975844681,0.000459852974544626,8.21066017931385e-05,5.74046156263843e-05,2.8902323895514e-05,8.74070279746687e-12,6.52052428369382e-07
1,13,"S01_P13 1018617",34.997375,2,4087.002625,0.030947974,1.8601393171952e-06,0.000286061424887373,2.36017676805412e-08,2.99022395613636e-10,0.893553244660316,1.98014830540134e-07,5.52041345748252e-05,2.81021047382715e-08,1.32009887026756e-07,1.28009587419884e-10,3.44025766190939e-09,8.65064789985938e-08,4.6003445479021e-09,1.15008613697552e-06,5.87043967308376e-08,6.56049135526908e-06,3.85028837161371e-08,0.0284247529033633,2.38017826608848e-07,8.06060370784585e-07,3.45025841092657e-10,1.3000973722332e-10,1.27009512518167e-07,0.0196676700319388,0.000123054216281873,0.0285612971299945,7.35055052762618e-07,0.000169574700485082,1.08008089385527e-05,1.19008913304424e-09,0.0270342077569439,2.31017302296823e-07,1.51011310159395e-06,7.36055127664335e-09,0.00210033130664038
1,16,"S01_P16 1018704",1051.081901478,228,2633.918098522,0.201985791,1.64227471904597e-09,1.74302776929419e-05,3.04274211749622e-05,6.59932479125836e-09,0.00476191257202214,0.00405441760046562,0.00455217293225941,3.48605553858839e-10,0.00035701641849356,3.72786285918411e-08,0.000199365098178664,0.00100135736309348,1.30978965322685e-07,5.36006227320526e-07,1.98483508988992e-06,4.80592049684006e-06,0.00344745502997729,0.000194849346466539,7.11316534752428e-05,7.79828608921217e-07,3.77823938430822e-07,0.00430554760080082,8.76551537159507e-06,0.00825436794436229,0.00635597997911585,5.7429238641485e-08,0.00622757122410499,0.833731055550837,0.00295724207152508,0.000609395756651832,0.0481657835600141,0.00342117460435054,0.0372797771766139,6.12578545509173e-10,0.0299870839989744
1,17,"S01_P17 1018711",638.9999742483,9,496.0000257517,0.024736596,5.50999631126519e-10,0.00156557695190525,0.93623784122406,5.06999660582841e-07,0.0019307837074131,0.00443950602791808,0.000622545583229201,1.12999924350811e-11,0.000146560901883001,7.00999530707241e-07,0.00476476781016758,3.87999740248801e-06,0.000174727883026269,1.55999895563951e-07,1.11999925020272e-08,1.15999922342425e-05,0.000363130756897648,1.79999879496866e-05,4.01999730876335e-08,9.4999936401124e-09,0.0118598630602688,0.000269967819266722,1.16999921672963e-05,1.05999929037044e-15,0.00404776329017507,0.00156390495302459,0.000360010758986369,0.0025901292660061,0.00576528814035693,0.00835102740930197,0.0110455836053982,1.08999927028658e-05,0.00227849347463452,0.00156490495235513,1.16999921672963e-07
1,18,"S01_P18 1018634",134.999975565,16,431.000024435,0.105663948,7.75999657675239e-07,0.0236137905830042,0.60919335426023,0.219888470998323,0.0231802197742697,0.000433837808616637,0.00684017198252414,3.96999824867358e-07,2.02999910448548e-05,1.16999948386602e-09,0.000479145788629459,0.00766734261762579,0.011959599724138,0.000122141946118259,5.09999775018521e-09,5.37999762666596e-09,0.011775501805351,0.0152176202868937,1.09999951474583e-08,5.88999740168448e-09,0.00672761703217667,3.8799982883762e-08,3.8799982883762e-08,3.49999845600946e-13,1.55999931182136e-06,1.269999439752e-07,9.59999576505451e-06,0.000288936872538287,0.0147680544852153,0.0329476634654562,0.00822567537132269,9.26999591063076e-05,4.95999781194483e-05,0.00649320913558345,2.47999890597241e-06
1,19,"S01_P19 1018668",15.99995088,8,434.00004912,0.10283488,1.23000364636709e-07,0.117036636957135,0.48153122950766,5.27001562305249e-05,0.0625178803353378,2.35000696663631e-08,0.0184898928136071,0.0580122099782001,0.00113727537147251,3.56001055371287e-11,1.80000533614696e-07,5.44001612702192e-08,1.77000524721118e-07,2.06000610692374e-11,1.16000343885026e-08,4.19001242136431e-06,1.47000435785335e-08,0.0672682954180255,0.0614544671828311,5.72001695708923e-06,6.68001980303427e-08,1.77000524721118e-09,2.39000708521735e-08,3.05000904180457e-11,1.34000397246496e-05,1.51000447643439e-09,7.38002187820253e-08,5.69001686815344e-07,0.000235995699613334,1.93000572153535e-09,0.0650688398977016,4.86001440759679e-10,0.0621260871738602,0.00449202231667787,0.00055183363592036
1,20,"S01_P20 1018911",24.9995975,2,1630.0004025,0.155503005,1.23001950001574e-05,0.39672190039891,0.0407133334455747,0.0392226238127288,0.0400624741272286,0.00292592738595574,0.000268999264558321,1.13001791464861e-09,9.98015821963992e-05,4.76007546347555e-08,2.01003186587938e-06,1.15001823172204e-05,6.13009718300528e-05,4.25006737810317e-05,0.0556925719177335,9.53015108548782e-06,1.0500166463549e-05,0.000724419484526344,5.06008021957695e-07,0.000332687274231087,8.90014109767488e-06,0.0595738164487332,0.00328286804468592,0.0394264040433424,0.0400731102958482,0.00033016023416886,3.59005691468009e-05,0.120460467710388,0.0216931099099825,0.0396927332655714,2.84004502442659e-07,4.47007086591087e-07,0.0440789968028495,4.85007689030597e-09,0.054427860867738
1,21,"S01_P21 1018690",385.99889218,3,678.00110782,0.035382185,3.04000599406774e-10,0.0185721766192977,0.845012543135669,0.019108761677298,0.0984777661714595,0.00263838920218829,3.00000591519842e-05,5.88001159378891e-05,1.88000370685768e-09,5.2000102530106e-08,0.00101179299498151,2.45000483074538e-08,7.22001423591087e-08,0.00362226614212691,0.00500486586823877,1.67000329279379e-05,0.000148015291846032,0.000146007287886792,7.69001516262529e-08,9.5800188892003e-07,1.5300030167512e-05,3.41000672360887e-07,0.00254844902485064,1.28000252381799e-09,4.54000895166695e-06,7.08001395986828e-12,1.72000339138043e-08,2.06000406176958e-05,8.50001675972886e-08,0.00271376335080568,1.98000390403096e-07,0.00080779459275196,3.71000731512872e-05,1.83000360827104e-06,7.10001399930294e-07
1,22,"S01_P22 1018692",271.969244688,49,388.030755312,0.047755893,8.74097425171966e-10,0.00345554114778887,0.918110657799914,0.0288358969921047,0.0252770363285268,1.71019061446689e-05,0.000524986513959577,7.02078252254829e-13,3.97044253768044e-06,6.83076134316308e-10,0.0055729561506815,0.000228007413255784,0.0121701144569116,1.23013710865162e-09,3.13034890250372e-10,1.0501170439709e-09,2.60028982316603e-05,0.00395927329277847,2.950328837823e-07,2.26025192321355e-07,4.96055289342443e-07,1.5701750086041e-07,2.19024412028216e-08,1.71019061446689e-11,1.08012038808435e-06,1.63018169683101e-08,0.0011147942527648,0.000337965668985712,7.8008694694981e-07,0.000344290373924828,9.80109241039504e-09,1.10012261749332e-06,1.72019172917138e-05,9.08101215167214e-10,1.49016609096823e-08
1,23,"S01_P23 1018896",69.99993868,18,597.00006132,0.250813991,1.65000035398442e-08,0.270078507941554,0.00194484741723972,0.0677668295384223,0.359391379102377,0.0069991765015751,0.0982648940813542,4.74000101690071e-08,0.0144706311044708,5.63000120783776e-08,0.00115073124687324,1.47000031536794e-07,0.0204472863866784,1.2300002638793e-05,1.98000042478131e-07,0.0128033117467709,0.0345548244132527,0.00765761564283398,3.50000075087605e-07,3.13000067149772e-05,0.000104209022356583,2.35000050415963e-05,0.000898664192795792,3.22000069080596e-14,0.0335221731917119,4.66000099973782e-07,0.000520261111614721,1.41000030249578e-06,0.00117383225182924,0.0477197082375938,9.73000208743541e-06,1.41000030249578e-05,0.006464249386814,2.64000056637508e-10,0.0139732459977639
1,24,"S01_P24 1018893",60.99986397,25,699.00013603,0.610369861,0.00320542405589324,0.235016373008043,0.0157386047343841,0.00978330848325545,0.183187905090369,0.0262579616082295,0.0252470666983818,0.00123313432971667,0.00785179683411945,1.16000219155073e-08,0.0345568972871124,8.09001528417706e-05,0.0137308929412858,0.0229924944388989,0.0157617127780413,1.21000228601412e-06,0.0388382623757426,0.0481847650337564,0.00596244226462931,2.81000530884271e-08,0.00455197659988688,0.000641493211950224,0.000398496752865689,3.57000674468629e-11,0.00360583681237876,2.26000426974538e-06,0.00686137896295832,0.0159427231200176,0.0617337646313976,0.0681251827064756,0.0259090299490053,2.46000464759896e-06,0.0910278269756238,0.00187155953587062,0.0316948188798898
